District,Crop,Soil,Area_Hectares,Motor_HP,Total_Liters_Used,Irrigation_Hours
Lahore,Maize,Loam,13.12,50.0,14042852.27,66.87
Bahawalpur,Rice,Loam,6.91,30.0,10069547.39,88.03
Faisalabad,Maize,Sandy,18.72,7.5,29022838.5,807.32
Faisalabad,Maize,Loam,2.15,50.0,1789967.83,7.97
Sargodha,Sugarcane,Clay,14.78,50.0,16867919.16,36.92
Sargodha,Wheat,Sandy,11.23,50.0,17666850.94,39.64
Lahore,Cotton,Loam,15.44,5.0,17076846.44,761.95
Lahore,Cotton,Loam,13.44,50.0,13126536.16,60.27
Bahawalpur,Sugarcane,Sandy,5.78,30.0,12780073.02,117.18
Sukkur,Wheat,Clay,14.98,15.0,14214231.39,88.8
Sargodha,Cotton,Loam,2.16,7.5,2712773.3,37.94
Bahawalpur,Maize,Sandy,16.48,10.0,24062111.9,632.36
Sargodha,Maize,Sandy,9.85,10.0,13869695.58,154.09
Sukkur,Rice,Sandy,9.38,40.0,19964732.26,44.7
Hyderabad,Rice,Clay,8.65,25.0,8875929.8,24.34
Sargodha,Cotton,Loam,12.59,40.0,14910048.48,41.64
Sargodha,Cotton,Loam,14.77,7.5,14997189.44,212.81
Faisalabad,Rice,Clay,18.49,40.0,21439981.0,118.11
Sukkur,Cotton,Loam,10.7,30.0,11150228.42,32.89
Sukkur,Sugarcane,Sandy,17.16,40.0,32924174.52,76.86
Sukkur,Maize,Loam,18.69,20.0,20189642.45,91.97
Lahore,Wheat,Loam,2.03,7.5,2359431.99,71.49
Sukkur,Wheat,Clay,11.53,15.0,10661116.78,66.21
Hyderabad,Wheat,Clay,13.96,20.0,12831644.55,48.1
Faisalabad,Wheat,Loam,2.44,25.0,2040050.61,17.09
Faisalabad,Wheat,Loam,1.43,25.0,1465210.85,12.62
Faisalabad,Wheat,Loam,19.72,10.0,19520712.39,431.58
Sukkur,Maize,Clay,4.98,20.0,3265867.89,15.18
Bahawalpur,Sugarcane,Clay,2.85,20.0,3724673.47,48.81
Sargodha,Sugarcane,Clay,12.09,5.0,9431816.59,199.71
Sukkur,Maize,Sandy,11.9,25.0,19808441.36,69.92
Multan,Sugarcane,Loam,17.43,25.0,25648776.91,141.57
Lahore,Wheat,Clay,5.76,5.0,4606825.86,210.8
Sukkur,Wheat,Loam,9.92,5.0,8195994.33,143.88
Lahore,Sugarcane,Clay,10.48,20.0,11130752.12,137.44
Sukkur,Wheat,Sandy,5.12,7.5,9306048.19,115.43
Lahore,Sugarcane,Loam,14.46,5.0,16847293.38,807.96
Bahawalpur,Sugarcane,Sandy,7.82,10.0,14725411.91,392.05
Sargodha,Cotton,Sandy,2.27,25.0,2851249.34,12.78
Hyderabad,Rice,Loam,15.91,25.0,20264279.06,59.94
Lahore,Maize,Loam,9.22,30.0,7957223.37,63.64
Multan,Rice,Clay,13.17,50.0,18724124.42,56.39
Hyderabad,Sugarcane,Sandy,6.39,10.0,11658235.44,83.79
Bahawalpur,Sugarcane,Clay,14.59,25.0,12993672.27,139.56
Multan,Maize,Sandy,3.43,10.0,3502248.11,51.47
Sargodha,Rice,Sandy,12.66,15.0,20330071.06,150.56
Sargodha,Rice,Sandy,10.0,25.0,17829639.15,78.32
Faisalabad,Sugarcane,Loam,9.56,40.0,9543170.09,52.66
Sargodha,Sugarcane,Clay,13.59,10.0,14103984.92,152.07
Hyderabad,Maize,Loam,19.3,40.0,21412396.87,38.51
Faisalabad,Rice,Loam,14.56,20.0,24897759.8,265.2
Sukkur,Cotton,Clay,9.65,15.0,10691948.53,63.44
Lahore,Cotton,Loam,15.66,30.0,16601844.42,132.24
Sargodha,Maize,Sandy,13.89,5.0,24510078.13,521.98
Hyderabad,Cotton,Loam,7.35,30.0,6444031.28,15.75
Sargodha,Maize,Clay,5.98,5.0,4890610.08,103.61
Bahawalpur,Maize,Clay,7.51,30.0,6139191.69,56.52
Multan,Maize,Clay,5.03,7.5,4918376.58,90.66
Sukkur,Cotton,Sandy,7.35,30.0,11253858.32,35.32
Bahawalpur,Maize,Sandy,6.48,25.0,8433064.65,90.76
Bahawalpur,Cotton,Clay,6.53,15.0,6461573.38,112.39
Multan,Rice,Loam,8.97,30.0,16062344.12,73.6
Lahore,Sugarcane,Clay,15.76,15.0,13501307.63,200.19
Sukkur,Maize,Clay,9.75,40.0,9491530.84,21.82
Sargodha,Cotton,Loam,15.74,7.5,22755796.0,341.62
Sukkur,Cotton,Sandy,5.2,20.0,8459388.14,36.79
Faisalabad,Sugarcane,Loam,10.3,20.0,13661077.58,148.5
Bahawalpur,Maize,Sandy,10.04,50.0,16014012.08,87.37
Bahawalpur,Wheat,Loam,13.31,20.0,12931071.61,166.13
Faisalabad,Wheat,Clay,7.19,25.0,7101138.55,61.48
Bahawalpur,Wheat,Clay,3.21,5.0,3487914.76,196.52
Hyderabad,Wheat,Loam,6.52,50.0,5959782.5,8.42
Faisalabad,Maize,Clay,14.12,50.0,13304656.23,58.22
Sukkur,Cotton,Clay,3.75,50.0,3866512.01,6.69
Bahawalpur,Maize,Loam,3.51,20.0,4050091.96,57.28
Faisalabad,Sugarcane,Sandy,4.11,25.0,6708396.27,58.58
Multan,Maize,Sandy,14.02,10.0,16819845.35,251.95
Sukkur,Maize,Clay,4.49,7.5,3328078.3,39.76
Lahore,Maize,Loam,9.45,10.0,10392310.01,232.25
Sargodha,Rice,Clay,9.71,50.0,9627768.82,20.14
Faisalabad,Cotton,Loam,12.8,7.5,17016782.57,472.18
Faisalabad,Wheat,Sandy,5.53,30.0,7246481.43,54.65
Multan,Cotton,Clay,13.05,10.0,16381748.49,244.41
Sukkur,Sugarcane,Loam,11.14,10.0,10379921.52,96.13
Sargodha,Cotton,Sandy,11.74,5.0,19901635.22,414.68
Sukkur,Cotton,Loam,6.03,20.0,7617690.28,33.94
Bahawalpur,Rice,Clay,4.71,15.0,3857821.17,72.94
Lahore,Wheat,Clay,11.14,10.0,8650541.49,202.47
Lahore,Cotton,Sandy,2.56,15.0,4531583.96,69.99
Lahore,Maize,Clay,3.0,10.0,2593481.13,59.96
Faisalabad,Wheat,Clay,15.23,10.0,13560044.75,293.65
Lahore,Cotton,Loam,15.3,15.0,15992737.61,255.74
Lahore,Sugarcane,Clay,12.02,15.0,10680669.44,164.63
Sukkur,Cotton,Clay,12.12,30.0,10482057.25,32.98
Sukkur,Wheat,Sandy,6.18,5.0,11302305.77,196.61
Hyderabad,Cotton,Sandy,7.98,25.0,9923589.84,29.07
Lahore,Maize,Loam,8.09,40.0,7610664.43,44.43
Multan,Sugarcane,Clay,6.89,15.0,7558327.91,74.94
Lahore,Maize,Sandy,11.06,30.0,15121615.93,113.38
Bahawalpur,Rice,Loam,5.96,15.0,7984144.52,144.31
Sargodha,Sugarcane,Loam,18.57,10.0,21244612.04,237.66
Faisalabad,Wheat,Loam,4.75,7.5,4988893.27,143.94
Sargodha,Rice,Sandy,19.87,15.0,41162215.58,293.13
Lahore,Maize,Clay,9.01,10.0,7215154.98,163.0
Sargodha,Cotton,Clay,15.73,7.5,15356538.9,220.24
Sukkur,Cotton,Clay,5.68,7.5,6833656.96,85.89
Hyderabad,Maize,Loam,8.09,7.5,6719329.57,66.91
Hyderabad,Cotton,Clay,7.33,25.0,6155495.2,18.06
Lahore,Maize,Loam,7.8,30.0,9552075.15,71.86
Faisalabad,Sugarcane,Sandy,18.01,25.0,36134063.21,307.09
Hyderabad,Sugarcane,Clay,17.76,40.0,15707477.3,27.17
Lahore,Rice,Loam,14.41,5.0,23861103.3,1149.29
Multan,Rice,Clay,4.44,20.0,6004525.76,43.17
Bahawalpur,Sugarcane,Sandy,12.85,7.5,27810996.37,990.99
Hyderabad,Wheat,Loam,11.06,30.0,12848489.98,29.35
Sargodha,Rice,Sandy,14.04,5.0,29463723.27,617.09
Bahawalpur,Sugarcane,Loam,1.36,50.0,1854925.83,9.79
Faisalabad,Wheat,Sandy,3.65,5.0,5883470.16,254.25
Sargodha,Maize,Sandy,1.37,30.0,1958199.31,7.43
Bahawalpur,Maize,Clay,9.37,20.0,5186366.71,71.48
Multan,Sugarcane,Loam,13.07,7.5,13733395.5,256.12
Bahawalpur,Rice,Loam,9.64,7.5,15630245.49,551.16
Sargodha,Rice,Loam,18.76,25.0,19540224.31,82.9
Sargodha,Maize,Clay,6.19,15.0,4737798.12,33.34
Bahawalpur,Sugarcane,Clay,2.81,30.0,3082471.27,29.06
Sargodha,Cotton,Clay,2.6,10.0,2331104.23,25.67
Bahawalpur,Maize,Clay,15.75,15.0,14383781.54,266.66
Faisalabad,Cotton,Loam,17.22,25.0,23901008.52,215.38
Lahore,Sugarcane,Clay,5.65,30.0,6565474.29,50.27
Sargodha,Cotton,Clay,15.42,20.0,16838811.22,86.95
Lahore,Rice,Sandy,15.84,30.0,25428055.96,193.34
Faisalabad,Rice,Clay,2.43,30.0,2332264.96,16.69
Faisalabad,Rice,Loam,14.53,30.0,19457464.7,145.47
Multan,Wheat,Sandy,12.88,10.0,21042371.63,289.45
Lahore,Wheat,Clay,8.26,50.0,8051476.78,36.48
Multan,Wheat,Loam,10.87,30.0,14799905.0,68.19
Hyderabad,Maize,Loam,3.18,40.0,2313576.27,4.17
Lahore,Maize,Sandy,6.84,15.0,9573497.43,152.45
Bahawalpur,Cotton,Loam,14.14,30.0,15764925.57,147.23
Multan,Maize,Loam,19.29,30.0,16491812.85,76.57
Sukkur,Sugarcane,Clay,7.95,25.0,7571092.12,28.1
Multan,Rice,Clay,10.69,15.0,13594975.48,130.08
Lahore,Cotton,Sandy,4.45,25.0,8426586.12,81.71
Hyderabad,Cotton,Clay,7.17,20.0,6727329.71,24.3
Hyderabad,Sugarcane,Sandy,6.8,7.5,13290362.72,128.56
Bahawalpur,Sugarcane,Clay,10.2,30.0,8600867.76,75.88
Faisalabad,Wheat,Loam,12.4,25.0,12971013.4,114.78
Sargodha,Wheat,Loam,16.54,7.5,16779066.82,244.74
Hyderabad,Cotton,Sandy,15.47,7.5,30459772.94,299.08
Sukkur,Maize,Clay,1.03,30.0,955688.26,2.83
Multan,Maize,Sandy,18.44,15.0,34693495.63,351.44
Multan,Maize,Loam,13.15,30.0,13741053.8,66.84
Sargodha,Sugarcane,Loam,3.18,7.5,3361968.12,49.25
Bahawalpur,Cotton,Clay,12.09,30.0,15176814.59,139.32
Hyderabad,Maize,Sandy,3.38,7.5,3372238.68,32.53
Multan,Maize,Sandy,4.01,15.0,4645669.84,43.72
Multan,Rice,Loam,17.45,30.0,25015330.01,114.19
Lahore,Sugarcane,Loam,5.65,10.0,9020796.29,212.14
Bahawalpur,Rice,Loam,19.35,40.0,31259830.77,220.0
Bahawalpur,Cotton,Clay,2.49,20.0,2751872.59,35.73
Bahawalpur,Maize,Sandy,5.22,7.5,6112814.48,229.34
Faisalabad,Rice,Clay,16.19,50.0,20249761.67,91.4
Hyderabad,Wheat,Sandy,14.36,50.0,19190374.32,28.72
Lahore,Sugarcane,Clay,12.12,5.0,13106853.01,618.22
Sargodha,Cotton,Clay,2.15,25.0,1626259.27,7.01
Bahawalpur,Cotton,Sandy,19.34,30.0,41266489.63,390.21
Multan,Cotton,Loam,15.44,10.0,17670113.18,248.23
Faisalabad,Sugarcane,Loam,10.85,40.0,16121461.14,91.21
Multan,Sugarcane,Clay,2.24,15.0,2231932.33,20.39
Faisalabad,Sugarcane,Loam,16.36,20.0,14964348.41,163.52
Sukkur,Maize,Clay,12.55,30.0,10947015.42,32.9
Faisalabad,Maize,Loam,18.27,7.5,22053135.0,608.28
Sukkur,Sugarcane,Sandy,15.31,10.0,21730172.94,192.55
Lahore,Sugarcane,Loam,18.97,15.0,22196033.37,353.79
Hyderabad,Cotton,Sandy,19.57,20.0,29379952.21,104.98
Hyderabad,Cotton,Loam,5.52,5.0,4636985.87,70.21
Lahore,Cotton,Loam,16.22,50.0,21247252.52,100.36
Lahore,Maize,Clay,9.58,5.0,7062985.02,342.93
Sargodha,Sugarcane,Clay,15.77,5.0,18448348.25,398.5
Bahawalpur,Cotton,Loam,16.22,25.0,17605298.38,185.26
Lahore,Maize,Clay,15.53,15.0,10411995.13,170.35
Hyderabad,Cotton,Sandy,19.53,7.5,24879229.69,251.86
Multan,Cotton,Clay,15.72,25.0,18006316.85,103.3
Lahore,Rice,Clay,19.58,30.0,17729942.42,133.08
Lahore,Sugarcane,Clay,15.78,15.0,18115330.77,275.3
Bahawalpur,Wheat,Loam,1.89,7.5,2218273.68,83.47
Faisalabad,Rice,Sandy,4.4,25.0,8051883.69,70.74
Bahawalpur,Cotton,Clay,4.19,5.0,3704759.89,207.41
Sargodha,Maize,Clay,10.05,20.0,7579737.53,39.54
Bahawalpur,Cotton,Clay,7.65,15.0,7269767.54,132.12
Sargodha,Wheat,Loam,5.81,5.0,5669474.81,124.37
Multan,Maize,Sandy,2.38,7.5,2176420.16,43.92
Sukkur,Wheat,Clay,4.1,10.0,3393261.48,29.29
Hyderabad,Wheat,Sandy,18.53,20.0,22820046.7,80.55
Sukkur,Maize,Clay,6.27,7.5,4944440.21,60.46
Bahawalpur,Wheat,Clay,11.82,10.0,10176018.33,286.54
Hyderabad,Sugarcane,Loam,2.04,50.0,2430319.52,3.51
Lahore,Wheat,Clay,1.85,20.0,1750492.79,19.98
Sargodha,Rice,Sandy,14.74,5.0,27962673.99,580.69
Multan,Sugarcane,Loam,15.96,15.0,18038919.46,171.24
Multan,Sugarcane,Clay,17.4,40.0,17234036.05,65.44
Sukkur,Maize,Loam,5.84,7.5,5279869.28,61.86
Multan,Wheat,Sandy,2.14,40.0,3983764.28,15.13
Sargodha,Rice,Clay,19.02,25.0,20142065.55,83.24
Sargodha,Rice,Loam,7.89,5.0,10811514.84,223.51
Hyderabad,Wheat,Sandy,10.61,20.0,13787656.55,51.64
Multan,Maize,Sandy,2.05,20.0,2589556.42,19.22
Sukkur,Wheat,Loam,1.69,15.0,1814399.86,11.32
Lahore,Cotton,Sandy,14.47,30.0,26376989.33,201.59
Bahawalpur,Cotton,Sandy,8.98,20.0,17832984.25,249.03
Lahore,Maize,Loam,16.39,30.0,18969338.68,148.98
Lahore,Wheat,Sandy,16.02,40.0,21910244.55,133.36
Lahore,Sugarcane,Sandy,18.28,25.0,36031032.56,320.95
Faisalabad,Sugarcane,Loam,2.08,10.0,2623768.41,55.71
Sargodha,Maize,Sandy,2.24,40.0,3711379.08,9.97
Hyderabad,Maize,Sandy,7.35,5.0,8002275.74,118.34
Lahore,Sugarcane,Loam,6.98,15.0,8315360.6,129.1
Sukkur,Sugarcane,Loam,6.14,20.0,8926577.79,40.55
Sargodha,Rice,Loam,17.17,40.0,25786849.29,69.08
Sukkur,Wheat,Loam,14.99,10.0,14253059.61,121.94
Lahore,Cotton,Loam,12.34,50.0,13965333.51,65.49
Lahore,Maize,Sandy,10.64,40.0,15309535.4,93.03
Sukkur,Wheat,Loam,1.15,10.0,1189029.98,10.63
Faisalabad,Rice,Sandy,19.83,30.0,38309428.97,264.74
Hyderabad,Wheat,Sandy,17.09,25.0,26729784.22,75.22
Sargodha,Rice,Sandy,18.18,40.0,32787699.69,91.35
Sukkur,Maize,Clay,11.74,10.0,8099077.38,70.89
Lahore,Rice,Sandy,16.0,25.0,23525112.22,220.13
Bahawalpur,Maize,Sandy,15.51,15.0,20969962.8,367.7
Bahawalpur,Cotton,Sandy,17.87,20.0,28769172.47,394.96
Lahore,Rice,Sandy,14.64,7.5,31634600.34,952.73
Bahawalpur,Wheat,Loam,1.23,40.0,1119339.77,7.61
Sargodha,Sugarcane,Loam,2.58,30.0,3730047.96,13.04
Sukkur,Cotton,Loam,9.7,7.5,10224929.59,126.89
Bahawalpur,Wheat,Clay,8.6,25.0,5933763.78,61.47
Faisalabad,Rice,Clay,15.51,7.5,19516620.96,558.96
Sukkur,Sugarcane,Clay,9.44,50.0,10623411.37,19.92
Hyderabad,Sugarcane,Clay,7.99,30.0,8564022.68,20.83
Bahawalpur,Cotton,Loam,16.07,7.5,22325216.52,845.72
Sargodha,Cotton,Loam,3.31,40.0,3051638.65,8.52
Lahore,Wheat,Sandy,14.07,30.0,15168450.67,124.56
Sukkur,Sugarcane,Loam,19.68,5.0,24148812.99,424.75
Sargodha,Wheat,Clay,6.31,10.0,4485046.98,46.63
Faisalabad,Sugarcane,Sandy,3.02,25.0,4128694.99,36.24
Sargodha,Rice,Loam,8.85,5.0,11580245.61,263.27
Sargodha,Maize,Sandy,10.27,40.0,13984426.96,39.4
Multan,Maize,Sandy,1.85,30.0,3026567.21,14.68
Hyderabad,Sugarcane,Loam,11.36,7.5,12890467.21,117.64
Sargodha,Cotton,Clay,7.35,40.0,5884988.99,15.81
Sukkur,Maize,Clay,7.9,20.0,6470942.45,28.23
Lahore,Maize,Sandy,5.06,20.0,6370703.27,75.82
Sukkur,Maize,Clay,2.55,40.0,1663635.55,3.73
Lahore,Cotton,Sandy,12.06,7.5,16169333.74,515.43
Multan,Rice,Clay,2.24,5.0,2724528.75,75.39
Sukkur,Sugarcane,Clay,18.09,20.0,22923626.25,98.54
Lahore,Cotton,Loam,5.56,5.0,4759029.17,213.0
Bahawalpur,Cotton,Sandy,15.32,40.0,23510707.85,166.07
Faisalabad,Rice,Sandy,6.79,10.0,12114165.47,263.79
Lahore,Sugarcane,Sandy,11.86,5.0,21066680.27,969.89
Lahore,Cotton,Clay,17.98,40.0,18211143.46,103.27
Lahore,Wheat,Loam,15.21,10.0,11710503.83,289.02
Sargodha,Sugarcane,Loam,16.35,30.0,23342851.41,87.37
Sargodha,Wheat,Sandy,9.02,15.0,14201021.79,102.78
Sukkur,Maize,Loam,4.84,30.0,5278268.9,15.51
Sukkur,Wheat,Sandy,16.45,30.0,25104341.43,76.52
Sargodha,Wheat,Sandy,10.15,15.0,13049645.84,98.15
Sargodha,Rice,Sandy,9.31,20.0,15953868.69,86.76
Hyderabad,Sugarcane,Sandy,10.86,10.0,17001518.81,128.82
Sukkur,Sugarcane,Clay,5.85,50.0,7275201.73,13.03
Bahawalpur,Rice,Loam,17.79,15.0,24198780.18,423.44
Sukkur,Wheat,Clay,6.46,25.0,4244853.51,14.69
Lahore,Cotton,Sandy,8.79,20.0,14071308.05,169.31
Sargodha,Sugarcane,Loam,18.29,50.0,25284055.65,53.83
Hyderabad,Maize,Loam,17.37,20.0,20339121.97,72.77
Sargodha,Rice,Loam,12.53,7.5,17346850.08,241.16
Sargodha,Rice,Sandy,12.93,25.0,20500792.41,90.23
Sukkur,Wheat,Sandy,13.63,25.0,13434183.77,46.72
Sargodha,Wheat,Loam,4.0,5.0,5035166.03,110.27
Bahawalpur,Rice,Sandy,18.43,5.0,35265678.11,2005.42
Sargodha,Sugarcane,Sandy,13.12,5.0,27684071.79,585.17
Faisalabad,Maize,Loam,8.0,10.0,9053874.01,198.16
Sargodha,Cotton,Clay,3.43,7.5,3004438.09,44.02
Sukkur,Sugarcane,Clay,16.64,10.0,18323148.22,162.35
Lahore,Rice,Loam,2.86,5.0,3405986.19,165.94
Multan,Rice,Clay,19.17,30.0,30843696.36,154.58
Sargodha,Sugarcane,Sandy,8.83,7.5,14475911.37,202.23
Sargodha,Cotton,Clay,16.89,7.5,14946338.68,219.69
Faisalabad,Rice,Loam,11.57,10.0,18450857.12,391.58
Bahawalpur,Sugarcane,Clay,19.93,25.0,18393629.7,206.1
Hyderabad,Rice,Loam,4.84,40.0,7876539.81,14.11
Sukkur,Rice,Sandy,13.68,25.0,27072495.43,94.59
Multan,Maize,Sandy,3.74,5.0,5096979.68,141.12
Lahore,Maize,Clay,16.83,30.0,15397444.3,114.96
Lahore,Maize,Sandy,10.29,30.0,14310600.67,113.56
Bahawalpur,Cotton,Clay,8.76,50.0,10505580.49,59.45
Bahawalpur,Rice,Loam,2.11,20.0,2259564.53,29.47
Sukkur,Cotton,Clay,2.36,50.0,2019755.33,3.69
Hyderabad,Rice,Clay,10.73,5.0,11753262.55,168.97
Lahore,Rice,Loam,9.86,50.0,12816190.39,62.28
Sukkur,Wheat,Clay,15.8,15.0,15335021.39,96.91
Multan,Cotton,Loam,2.17,20.0,1591935.28,11.18
Multan,Maize,Sandy,10.17,7.5,13878021.29,257.52
Faisalabad,Cotton,Sandy,13.52,20.0,25224035.65,271.68
Bahawalpur,Wheat,Sandy,2.99,50.0,5208499.23,29.45
Faisalabad,Rice,Clay,1.26,25.0,1643545.34,13.51
Faisalabad,Maize,Loam,13.97,40.0,16393853.1,89.52
Sargodha,Rice,Clay,13.99,10.0,18057110.15,202.08
Sargodha,Rice,Loam,6.99,15.0,9659516.45,67.15
Multan,Maize,Clay,19.55,40.0,17099515.15,61.79
Multan,Sugarcane,Loam,4.32,40.0,6760876.18,24.25
Faisalabad,Maize,Sandy,6.43,7.5,9205907.78,254.29
Lahore,Wheat,Clay,6.34,15.0,5574426.36,86.42
Multan,Cotton,Loam,6.74,30.0,8840594.84,40.64
Sargodha,Sugarcane,Sandy,8.14,15.0,12604021.54,95.37
Faisalabad,Cotton,Sandy,7.49,20.0,9575517.71,104.41
Lahore,Maize,Sandy,11.46,40.0,13684254.52,77.63
Sukkur,Sugarcane,Clay,15.92,15.0,13790941.74,84.56
Hyderabad,Maize,Sandy,17.3,25.0,28472791.42,81.26
Multan,Cotton,Sandy,11.54,7.5,20864070.82,383.68
Sukkur,Cotton,Sandy,16.26,7.5,26047716.45,315.04
Hyderabad,Wheat,Loam,14.71,40.0,16281787.86,29.03
Lahore,Cotton,Clay,12.92,5.0,10428805.74,465.88
Lahore,Cotton,Loam,10.81,30.0,9795343.79,78.27
Bahawalpur,Wheat,Clay,5.83,20.0,5062299.79,66.68
Multan,Sugarcane,Loam,4.35,40.0,5315259.0,19.59
Faisalabad,Rice,Sandy,3.56,30.0,7278798.55,53.9
Multan,Wheat,Sandy,17.89,30.0,22519396.05,113.1
Faisalabad,Sugarcane,Sandy,19.83,20.0,34190383.38,376.45
Hyderabad,Wheat,Sandy,16.59,40.0,24111297.88,45.53
Multan,Maize,Loam,16.12,50.0,17286127.1,48.27
Sargodha,Wheat,Clay,1.87,25.0,1603821.75,6.6
Sargodha,Maize,Loam,3.92,40.0,3101594.44,8.61
Sukkur,Sugarcane,Clay,4.27,15.0,3472109.08,20.77
Hyderabad,Sugarcane,Loam,5.94,7.5,6706243.15,66.63
Bahawalpur,Maize,Clay,1.48,7.5,1091280.55,40.33
Bahawalpur,Wheat,Clay,15.55,7.5,12420019.39,468.17
Hyderabad,Maize,Clay,5.18,15.0,4815838.82,23.1
Sukkur,Sugarcane,Sandy,16.12,15.0,22358600.36,138.74
Bahawalpur,Wheat,Sandy,1.4,25.0,1926193.32,20.01
Sukkur,Rice,Loam,17.85,40.0,26666430.03,59.64
Faisalabad,Cotton,Clay,11.26,30.0,10118965.22,69.36
Sargodha,Wheat,Clay,2.4,30.0,2303639.35,8.66
Bahawalpur,Rice,Loam,11.69,30.0,15634399.97,148.44
Faisalabad,Cotton,Sandy,7.46,7.5,9587650.99,275.28
Bahawalpur,Cotton,Sandy,12.04,40.0,17039412.16,120.02
Faisalabad,Rice,Loam,12.15,20.0,16351029.54,186.31
Hyderabad,Sugarcane,Clay,19.5,15.0,13761759.25,66.97
Bahawalpur,Cotton,Sandy,19.33,30.0,28294769.46,262.01
Bahawalpur,Sugarcane,Sandy,16.17,50.0,33414531.01,173.54
Hyderabad,Wheat,Clay,7.3,10.0,6191153.36,44.09
Sukkur,Maize,Clay,8.69,5.0,7903326.06,149.11
Sargodha,Cotton,Clay,12.87,7.5,12864359.84,192.58
Faisalabad,Sugarcane,Loam,17.99,7.5,24707588.42,682.54
Sukkur,Maize,Clay,14.29,50.0,12667412.53,22.52
Multan,Rice,Clay,1.33,30.0,1331852.44,6.46
Multan,Wheat,Loam,12.95,7.5,12433337.32,236.37
Sargodha,Cotton,Loam,12.93,5.0,11057503.39,243.39
Lahore,Rice,Clay,12.16,40.0,18753901.51,114.48
Bahawalpur,Wheat,Loam,6.24,40.0,6018731.09,42.74
Faisalabad,Rice,Clay,5.71,50.0,7698750.46,31.97
Bahawalpur,Cotton,Loam,4.06,15.0,5134377.71,90.14
Bahawalpur,Sugarcane,Loam,5.4,40.0,7323706.53,50.82
Sukkur,Wheat,Sandy,2.48,5.0,4174444.47,73.37
Lahore,Rice,Clay,14.8,5.0,16100989.22,794.06
Lahore,Cotton,Sandy,14.17,5.0,29497006.74,1455.79
Lahore,Cotton,Sandy,14.63,50.0,26300875.19,122.63
Faisalabad,Sugarcane,Sandy,13.43,25.0,29037700.12,254.14
Hyderabad,Rice,Sandy,1.9,25.0,3548567.33,10.66
Multan,Wheat,Clay,2.87,5.0,2290704.2,67.9
Hyderabad,Wheat,Clay,4.65,15.0,4475415.3,20.82
Bahawalpur,Cotton,Sandy,2.19,30.0,4551618.02,42.35
Sukkur,Wheat,Loam,14.11,5.0,15788220.18,273.86
Multan,Cotton,Sandy,15.58,15.0,36910835.68,350.69
Sargodha,Rice,Clay,15.21,10.0,11027242.76,123.84
Sukkur,Sugarcane,Clay,3.92,30.0,3342263.02,9.94
Sargodha,Maize,Sandy,15.63,25.0,20112851.84,88.76
Bahawalpur,Sugarcane,Clay,11.4,50.0,11100812.66,59.6
Bahawalpur,Wheat,Sandy,16.99,40.0,21711875.84,146.89
Faisalabad,Cotton,Clay,13.29,30.0,14831341.22,105.62
Sargodha,Sugarcane,Sandy,14.7,7.5,28263934.51,387.31
Bahawalpur,Maize,Sandy,10.88,30.0,19390074.78,173.15
Bahawalpur,Rice,Sandy,14.57,10.0,30502524.71,788.23
Lahore,Maize,Clay,6.38,30.0,4779681.28,39.23
Faisalabad,Sugarcane,Loam,11.57,10.0,17837728.47,373.8
Hyderabad,Rice,Clay,17.37,5.0,20115178.12,282.44
Bahawalpur,Wheat,Clay,9.69,30.0,9175328.68,83.45
Multan,Wheat,Clay,9.38,30.0,9427273.66,43.99
Faisalabad,Rice,Clay,3.46,40.0,3894484.67,21.67
Sargodha,Maize,Loam,8.34,25.0,9544831.54,41.42
Bahawalpur,Sugarcane,Clay,6.6,20.0,7104924.99,97.55
Faisalabad,Maize,Clay,1.98,5.0,1880005.94,81.11
Faisalabad,Sugarcane,Clay,6.16,25.0,7035122.56,58.98
Bahawalpur,Maize,Sandy,8.13,30.0,13028120.86,111.8
Hyderabad,Cotton,Sandy,13.37,50.0,18768919.93,26.23
Faisalabad,Cotton,Clay,2.26,15.0,2785061.26,40.94
Sukkur,Maize,Loam,13.35,10.0,11409213.34,100.63
Sukkur,Cotton,Sandy,4.67,30.0,9917496.54,31.02
Multan,Sugarcane,Clay,12.73,10.0,13884403.36,198.64
Sukkur,Rice,Clay,5.65,50.0,5895565.49,10.81
Sargodha,Maize,Loam,18.96,30.0,18482228.47,63.6
Faisalabad,Sugarcane,Loam,16.39,50.0,20622908.22,89.27
Lahore,Wheat,Loam,15.02,50.0,15069108.57,73.69
Faisalabad,Rice,Clay,2.09,40.0,2495066.06,12.94
Bahawalpur,Rice,Loam,12.67,10.0,14697970.13,394.12
Lahore,Sugarcane,Clay,7.91,20.0,8020864.03,98.93
Faisalabad,Cotton,Loam,2.63,25.0,2959376.03,25.06
Faisalabad,Maize,Loam,12.21,30.0,12070298.79,84.94
Hyderabad,Sugarcane,Loam,2.2,10.0,2650645.0,18.55
Lahore,Maize,Sandy,11.38,30.0,19463979.76,144.56
Bahawalpur,Rice,Sandy,17.91,25.0,35931727.21,408.07
Lahore,Maize,Loam,12.9,5.0,11851701.63,555.2
Bahawalpur,Wheat,Clay,19.55,7.5,14654087.91,554.91
Hyderabad,Cotton,Loam,16.06,20.0,17886789.35,62.91
Sargodha,Wheat,Clay,19.94,15.0,19440146.66,142.59
Bahawalpur,Cotton,Loam,17.31,10.0,19753988.64,543.82
Sukkur,Sugarcane,Clay,17.44,10.0,9277849.93,86.56
